<<<<<<< HEAD
user_id,movie_id,rating
3,374,2
3,407,4
3,412,2
3,437,3
3,444,2
3,446,3
3,459,2
3,471,2
3,484,3
3,493,5
3,501,3
3,505,2
3,511,3
3,519,3
3,521,2
3,545,4
3,560,2
3,562,2
3,570,2
3,583,4
3,613,2
3,641,3
3,643,3
3,696,4
3,702,2
3,704,2
3,744,3
3,758,3
3,780,1
3,799,3
3,813,3
3,820,3
3,824,3
3,858,3
3,868,4
3,883,3
3,886,2
3,888,3
3,907,2
3,915,2
3,928,3
3,933,4
3,964,4
3,982,5
3,994,3
3,1018,4
3,1019,3
3,1028,2
3,1033,2
3,1037,2
3,1042,3
3,1050,3
3,1072,2
3,1092,5
3,1116,3
3,1118,1
3,1119,2
3,1142,4
4,17,2
4,33,1
4,40,1
4,51,4
4,53,5
4,59,3
4,84,3
4,91,3
4,97,3
4,109,4
4,152,2
4,160,2
4,183,2
4,194,2
4,209,5
4,218,4
4,244,3
4,253,4
4,263,2
4,305,1
4,310,2
4,339,4
4,363,3
4,369,4
4,387,2
4,405,1
4,410,1
4,513,3
4,520,2
4,523,2
4,540,3
4,542,4
4,547,3
4,564,2
4,586,3
4,633,4
4,646,2
4,658,2
4,659,3
4,663,3
4,685,2
4,736,2
4,741,3
4,745,4
4,747,2
4,751,3
4,768,4
4,799,3
4,814,2
4,815,3
4,818,4
4,819,3
4,827,2
4,834,3
4,843,4
4,860,4
4,876,3
4,886,2
4,888,3
4,896,3
4,900,3
4,909,4
4,919,4
4,951,3
4,1009,5
4,1012,3
4,1018,4
4,1034,3
4,1039,4
4,1055,2
4,1090,4
4,1095,2
4,1104,2
4,1152,3
4,1162,3
4,1169,4
4,1183,4
4,1192,3
5,19,4
5,20,2
5,27,1
5,56,2
5,63,2
5,79,3
5,86,2
5,91,2
5,114,3
5,120,3
5,122,3
5,136,2
5,141,4
5,158,3
5,241,3
5,246,2
5,249,3
5,269,3
5,292,2
5,311,3
5,314,1
5,319,1
5,353,2
5,355,3
5,363,2
5,408,3
5,428,3
5,433,4
5,443,4
5,469,5
5,499,2
5,516,2
5,534,2
5,539,2
5,557,5
5,574,4
5,592,3
5,611,2
5,640,3
5,686,5
5,690,4
5,693,3
5,703,3
5,725,4
5,742,2
5,746,3
5,773,2
5,841,2
5,854,3
5,873,4
5,907,2
5,924,4
5,957,3
5,958,2
5,972,3
5,987,2
5,1019,4
5,1020,2
5,1030,4
5,1056,4
5,1065,4
5,1074,4
5,1089,5
5,1097,1
5,1113,3
5,1124,1
5,1153,4
5,1173,3
5,1178,3
5,1183,4
5,1195,2
6,7,2
6,18,3
6,20,3
6,26,2
6,31,4
6,36,3
6,71,4
6,77,3
6,78,4
6,83,3
6,98,2
6,102,3
6,136,2
6,146,2
6,148,2
6,153,4
6,165,3
6,186,2
6,192,3
6,193,3
6,196,1
6,201,3
6,239,3
6,242,4
6,273,2
6,278,3
6,281,4
6,283,2
6,311,3
6,334,3
6,341,2
6,354,3
6,371,2
6,379,3
6,380,2
6,383,4
6,399,3
6,456,4
6,460,3
6,602,2
6,618,2
6,627,4
6,633,3
6,720,3
6,723,2
6,750,3
6,753,3
6,771,2
6,773,4
6,800,3
6,823,4
6,826,3
6,828,3
6,831,5
6,834,2
6,838,3
6,846,3
6,856,2
6,868,2
6,934,2
6,936,3
6,937,4
6,939,3
6,945,2
6,955,2
6,960,2
6,999,2
6,1001,4
6,1013,3
6,1042,4
6,1072,2
6,1106,3
6,1146,2
6,1168,3
6,1169,4
7,20,3
7,27,1
7,56,5
7,76,4
7,92,2
7,97,2
7,104,3
7,111,4
7,158,4
7,181,2
7,231,3
7,253,4
7,271,4
7,294,4
7,319,2
7,323,3
7,329,2
7,331,2
7,385,4
7,401,2
7,438,4
7,448,3
7,499,2
7,536,4
7,557,3
7,576,4
7,588,3
7,593,2
7,600,3
7,619,2
7,664,3
7,700,3
7,719,3
7,732,2
7,739,3
7,752,4
7,756,3
7,768,3
7,775,2
7,780,4
7,787,3
7,789,2
7,800,2
7,832,3
7,841,2
7,843,3
7,868,4
7,872,4
7,939,1
7,952,4
7,956,4
7,964,3
7,993,3
7,999,3
7,1006,3
7,1051,2
7,1059,5
7,1074,4
7,1082,2
7,1099,2
7,1127,4
7,1133,2
7,1141,2
7,1150,3
7,1153,3
8,8,3
8,15,4
8,16,3
8,36,2
8,43,5
8,55,3
8,68,3
8,83,2
8,93,3
8,95,2
8,108,3
8,113,2
8,121,3
8,163,4
8,169,4
8,192,4
8,194,3
8,229,3
8,235,3
8,257,4
8,286,2
8,321,1
8,328,4
8,395,2
8,401,2
8,403,5
8,431,3
8,476,2
8,479,4
8,514,2
8,543,2
8,615,5
8,617,1
8,628,2
8,641,1
8,647,4
8,661,5
8,670,2
8,693,4
8,694,2
8,715,2
8,740,4
8,756,4
8,767,1
8,793,3
8,804,3
8,809,3
8,830,5
8,834,2
8,868,2
8,870,3
8,884,5
8,927,3
8,932,4
8,942,2
8,959,5
8,962,3
8,966,3
8,973,5
8,985,1
8,1001,4
8,1009,4
8,1039,2
8,1040,3
8,1042,3
8,1052,4
8,1055,2
8,1078,4
8,1096,2
8,1146,3
8,1155,5
8,1197,3
9,1,4
9,7,4
9,11,3
9,13,1
9,28,2
9,39,3
9,42,3
9,58,2
9,63,4
9,78,4
9,99,4
9,114,3
9,129,2
9,130,4
9,146,4
9,171,4
9,176,4
9,178,1
9,180,3
9,182,4
9,186,4
9,194,2
9,195,3
9,197,2
9,218,2
9,230,2
9,241,3
9,246,4
9,261,3
9,395,4
9,406,4
9,414,4
9,449,5
9,458,4
9,488,4
9,498,1
9,525,3
9,528,2
9,538,3
9,553,1
9,563,3
9,570,4
9,593,1
9,609,2
9,619,4
9,640,2
9,643,1
9,660,4
9,662,5
9,693,1
9,706,3
9,718,4
9,773,2
9,791,1
9,819,1
9,821,2
9,842,2
9,858,2
9,885,4
9,891,3
9,892,3
9,895,4
9,928,3
9,940,3
9,944,1
9,974,2
9,1002,3
9,1011,3
9,1031,3
9,1053,3
9,1093,2
9,1130,3
9,1191,3
10,15,3
10,20,3
10,26,2
10,36,2
10,59,3
10,63,3
10,75,4
10,84,2
10,86,3
10,94,2
10,116,5
10,133,3
10,138,2
10,141,4
10,153,3
10,166,3
10,179,3
10,240,3
10,250,3
10,252,3
10,313,2
10,350,4
10,352,4
10,374,3
10,418,1
10,419,4
10,424,2
10,465,3
10,474,3
10,478,3
10,507,3
10,510,2
10,535,4
10,545,3
10,554,2
10,556,2
10,571,4
10,574,4
10,584,4
10,617,2
10,618,4
10,644,4
10,716,4
10,747,2
10,755,1
10,761,3
10,768,3
10,782,3
10,793,2
10,800,2
10,855,4
10,889,3
10,923,5
10,971,5
10,995,4
10,1002,2
10,1012,4
10,1016,3
10,1088,3
10,1165,3
10,1173,3
10,1183,3
10,1191,1
11,6,4
11,19,4
11,26,2
11,41,2
11,48,3
11,56,4
11,57,2
11,64,3
11,110,1
11,120,3
11,129,3
11,138,3
11,151,5
11,155,3
11,224,2
11,241,4
11,263,3
11,276,1
11,305,3
11,334,2
11,347,2
11,386,3
11,404,3
11,466,3
11,475,2
11,510,4
11,511,4
11,526,3
11,541,3
11,547,2
11,604,2
11,620,2
11,626,3
11,655,2
11,659,1
11,660,3
11,665,5
11,675,2
11,678,3
11,682,3
11,687,2
11,703,5
11,704,2
11,726,4
11,741,2
11,755,4
11,785,2
11,787,4
11,820,3
11,826,2
11,831,4
11,846,3
11,855,2
11,863,1
11,877,3
11,912,4
11,959,3
11,982,2
11,1012,2
11,1018,2
11,1021,4
11,1044,2
11,1062,2
11,1102,3
11,1112,2
11,1141,4
11,1161,4
12,3,5
12,44,3
12,48,2
12,69,1
12,96,3
12,100,3
12,106,4
12,132,2
12,138,2
12,156,3
12,197,2
12,201,4
12,225,4
12,248,2
12,259,2
12,263,5
12,280,3
12,307,3
12,334,5
12,349,5
12,360,4
12,361,2
12,369,2
12,452,4
12,486,1
12,490,2
12,493,4
12,504,1
12,517,2
12,523,2
12,525,2
12,541,4
12,542,2
12,553,2
12,560,3
12,561,5
12,568,4
12,652,2
12,691,4
12,694,4
12,700,3
12,715,4
12,720,3
12,743,3
12,757,4
12,779,2
12,789,4
12,806,3
12,810,2
12,811,4
12,828,2
12,843,2
12,866,4
12,871,4
12,874,3
12,876,2
12,880,3
12,910,4
12,944,1
12,949,1
12,958,4
12,986,3
12,998,4
12,1005,4
12,1021,2
12,1053,3
12,1088,1
12,1094,3
12,1100,4
12,1110,3
12,1119,3
12,1121,3
12,1159,3
12,1173,1
12,1179,4
12,1199,4
12,1200,4
13,9,4
13,31,4
13,41,1
13,64,4
13,73,3
13,97,3
13,100,2
13,148,2
13,150,3
13,156,4
13,158,4
13,165,2
13,175,3
13,176,4
13,200,1
13,206,5
13,218,4
13,222,3
13,238,2
13,239,3
13,264,4
13,269,2
13,283,4
13,308,4
13,340,2
13,385,3
13,390,3
13,393,2
13,406,2
13,408,2
13,431,3
13,471,4
13,480,2
13,493,2
13,497,2
13,505,3
13,538,2
13,554,2
13,614,5
13,619,3
13,645,3
13,650,4
13,666,2
13,674,1
13,676,4
13,678,3
13,695,3
13,709,2
13,718,3
13,749,3
13,758,4
13,767,2
13,780,4
13,815,5
13,843,5
13,844,2
13,849,4
13,871,2
13,880,3
13,883,4
13,887,3
13,915,2
13,922,4
13,929,3
13,930,1
13,936,2
13,940,3
13,957,5
13,999,4
13,1011,2
13,1015,2
13,1017,3
13,1029,1
13,1040,3
13,1041,2
13,1095,2
13,1100,2
13,1109,3
13,1184,1
13,1197,3
14,6,2
14,9,4
14,76,3
14,77,4
14,86,2
14,102,4
14,123,4
14,124,2
14,154,4
14,174,3
14,185,2
14,189,5
14,201,4
14,227,4
14,239,4
14,243,3
14,293,2
14,325,4
14,327,3
14,330,1
14,334,2
14,366,3
14,395,2
14,425,5
14,465,5
14,466,4
14,474,4
14,488,3
14,505,3
14,514,3
14,538,3
14,541,2
14,547,3
14,563,3
14,570,3
14,585,4
14,625,4
14,650,3
14,664,4
14,667,4
14,692,3
14,705,2
14,728,3
14,734,4
14,740,3
14,753,1
14,780,3
14,782,4
14,785,4
14,813,4
14,817,4
14,849,3
14,898,3
14,900,3
14,902,3
14,936,2
14,963,4
14,968,4
14,972,1
14,989,4
14,991,3
14,1000,2
14,1006,5
14,1010,4
14,1040,4
14,1077,5
14,1093,2
14,1100,3
14,1126,3
14,1182,4
14,1187,1
14,1192,2
14,1196,3
14,1198,3
15,38,3
15,101,4
15,121,2
15,157,5
15,179,5
15,198,3
15,204,3
15,213,2
15,219,4
15,239,3
15,256,3
15,271,3
15,272,3
15,310,3
15,313,1
15,327,5
15,338,2
15,342,2
15,350,4
15,354,3
15,373,3
15,377,5
15,419,3
15,428,2
15,448,3
15,466,3
15,490,2
15,515,4
15,552,5
15,584,4
15,608,3
15,620,2
15,661,2
15,671,2
15,707,1
15,726,3
15,744,2
15,748,3
15,750,2
15,753,2
15,754,3
15,807,2
15,842,4
15,847,3
15,849,3
15,858,3
15,863,5
15,877,2
15,893,2
15,894,3
15,899,4
15,900,2
15,928,3
15,937,4
15,991,3
15,994,2
15,1000,2
15,1011,3
15,1075,2
15,1080,5
15,1083,2
15,1099,2
15,1112,2
15,1120,3
15,1142,3
15,1147,4
15,1162,2
15,1180,4
15,1190,4
15,1197,2
15,1199,2
16,5,3
16,26,2
16,48,3
16,61,4
16,122,2
16,135,2
16,153,4
16,170,4
16,183,2
16,190,2
16,206,1
16,211,4
16,243,2
16,249,4
16,252,3
16,257,4
16,287,4
16,373,5
16,389,4
16,415,4
16,503,3
16,510,1
16,513,3
16,523,1
16,542,3
16,567,4
16,577,4
16,596,3
16,602,4
16,603,3
16,629,2
16,632,4
16,662,3
16,672,4
16,676,4
16,678,2
16,731,2
16,750,2
16,756,3
16,763,5
16,782,3
16,785,2
16,789,4
16,799,4
16,802,4
16,816,2
16,821,4
16,824,2
16,838,2
16,862,4
16,868,4
16,888,4
16,889,3
16,890,1
16,912,4
16,919,3
16,950,4
16,957,3
16,966,3
16,987,4
16,1011,3
16,1021,3
16,1027,3
16,1035,3
16,1065,1
16,1079,2
16,1107,3
16,1116,4
16,1129,3
16,1130,2
16,1169,5
16,1177,4
17,8,3
17,26,2
17,48,3
17,56,3
17,59,2
17,65,3
17,70,3
17,73,4
17,82,2
17,118,3
17,168,2
17,171,4
17,210,2
17,212,2
17,235,1
17,255,2
17,264,5
17,267,3
17,277,3
17,300,2
17,321,4
17,355,3
17,384,4
17,399,3
17,410,2
17,424,2
17,425,4
17,427,4
17,460,5
17,473,2
17,474,2
17,475,3
17,511,2
17,537,4
17,552,3
17,575,2
17,588,2
17,648,3
17,657,4
17,662,2
17,675,5
17,691,3
17,729,3
17,759,4
17,776,2
17,779,1
17,788,4
17,796,2
17,800,4
17,872,3
17,878,3
17,880,3
17,881,2
17,900,1
17,941,2
17,949,2
17,972,3
17,973,3
17,979,3
17,985,5
17,989,4
17,992,5
17,1004,4
17,1009,1
17,1040,3
17,1042,2
17,1094,3
17,1104,4
17,1139,1
17,1148,2
17,1164,4
17,1179,3
17,1186,4
18,3,5
18,22,5
18,47,5
18,69,4
18,73,4
18,82,4
18,88,5
18,103,2
18,131,2
18,146,4
18,147,1
18,168,5
18,177,2
18,181,1
18,188,5
18,215,5
18,225,5
18,231,4
18,235,5
18,292,3
18,307,2
18,326,1
18,354,1
18,361,1
18,377,1
18,381,1
18,389,2
18,396,5
18,408,5
18,426,2
18,433,4
18,445,4
18,455,2
18,476,1
18,510,2
18,541,4
18,603,2
18,630,4
18,631,2
18,679,2
18,698,1
18,699,2
18,750,1
18,755,2
18,792,1
18,808,4
18,815,1
18,817,4
18,819,3
18,823,1
18,868,2
18,891,5
18,894,4
18,906,4
18,910,5
18,946,5
18,949,1
18,970,3
18,972,4
18,982,5
18,983,4
18,990,5
18,1005,3
18,1034,3
18,1058,3
18,1083,4
18,1151,5
18,1161,5
18,1166,4
18,1171,5
19,17,3
19,18,2
19,43,2
19,44,3
19,63,3
19,66,4
19,68,3
19,69,2
19,124,2
19,152,3
19,155,4
19,236,3
19,256,3
19,272,2
19,281,3
19,282,3
19,290,2
19,293,4
19,341,4
19,342,2
19,344,3
19,356,4
19,452,5
19,460,5
19,496,4
19,532,3
19,598,3
19,610,3
19,626,5
19,641,4
19,644,2
19,657,3
19,669,3
19,689,5
19,707,5
19,714,4
19,735,3
19,742,4
19,752,4
19,770,2
19,778,4
19,794,3
19,813,4
19,814,2
19,867,5
19,917,2
19,949,2
19,961,2
19,964,2
19,998,2
19,1000,2
19,1017,4
19,1019,3
19,1048,2
19,1051,3
19,1060,4
19,1069,4
19,1072,3
19,1088,3
19,1092,2
19,1101,2
19,1170,3
19,1172,5
19,1185,4
19,1199,3
20,20,3
20,25,1
20,32,2
20,41,1
20,52,2
20,63,2
20,97,2
20,112,2
20,127,5
20,165,3
20,189,1
20,196,4
20,221,5
20,242,5
20,253,3
20,285,1
20,332,3
20,337,5
20,364,4
20,385,2
20,390,1
20,414,2
20,424,1
20,448,3
20,461,3
20,494,4
20,503,5
20,505,1
20,521,2
20,527,2
20,556,2
20,570,3
20,574,2
20,579,3
20,587,1
20,591,4
20,597,4
20,600,4
20,626,5
20,628,5
20,639,3
20,640,2
20,656,1
20,694,4
20,697,4
20,700,4
20,705,4
20,737,4
20,747,3
20,770,3
20,773,2
20,778,2
20,780,3
20,781,4
20,786,2
20,807,4
20,814,3
20,837,5
20,871,2
20,887,4
20,907,4
20,925,4
20,963,2
20,978,5
20,980,4
20,987,5
20,1013,4
20,1029,3
20,1101,4
20,1128,2
20,1129,5
20,1148,5
20,1155,1
20,1168,3
20,1175,4
21,20,2
21,94,4
21,136,4
21,163,1
21,187,4
21,190,4
21,217,2
21,218,3
21,219,3
21,237,1
21,305,1
21,345,3
21,356,1
21,361,5
21,369,4
21,427,4
21,428,2
21,458,3
21,478,5
21,488,2
21,489,1
21,505,1
21,549,3
21,565,2
21,595,4
21,606,4
21,628,4
21,640,3
21,666,5
21,697,2
21,706,3
21,711,5
21,715,4
21,717,2
21,735,4
21,769,2
21,771,3
21,777,2
21,782,4
21,783,2
21,822,4
21,885,4
21,903,3
21,924,2
21,928,4
21,931,1
21,987,5
21,992,3
21,994,2
21,996,3
21,1001,1
21,1010,4
21,1016,3
21,1032,3
21,1074,3
21,1084,1
21,1087,4
21,1093,3
21,1114,4
21,1125,3
21,1136,5
21,1174,4
21,1179,1
22,31,4
22,83,3
22,89,2
22,95,2
22,107,3
22,127,4
22,136,3
22,144,3
22,196,2
22,200,4
22,270,3
22,277,3
22,320,2
22,329,2
22,361,2
22,370,4
22,426,4
22,434,5
22,462,4
22,487,2
22,512,3
22,534,2
22,556,4
22,560,2
22,562,3
22,564,4
22,573,3
22,583,2
22,584,2
22,585,1
22,592,4
22,612,2
22,652,3
22,671,5
22,678,5
22,684,2
22,697,3
22,712,3
22,750,4
22,775,3
22,779,2
22,788,4
22,816,5
22,821,3
22,822,5
22,840,5
22,850,2
22,910,4
22,913,3
22,914,3
22,915,3
22,920,1
22,942,3
22,957,3
22,983,2
22,1009,2
22,1059,4
22,1062,4
22,1086,1
22,1107,2
22,1136,1
22,1142,4
22,1157,2
22,1163,4
22,1197,5
23,27,3
23,62,2
23,72,3
23,77,3
23,89,4
23,90,3
23,96,3
23,103,2
23,115,3
23,120,2
23,131,3
23,137,4
23,187,1
23,192,2
23,211,3
23,262,3
23,278,3
23,304,3
23,307,1
23,309,5
23,337,2
23,338,3
23,344,4
23,346,2
23,395,4
23,416,4
23,424,5
23,426,3
23,446,3
23,492,2
23,514,5
23,521,2
23,539,4
23,565,4
23,579,4
23,580,4
23,586,4
23,587,3
23,601,4
23,610,5
23,613,2
23,618,2
23,679,2
23,685,4
23,704,3
23,711,3
23,715,2
23,723,1
23,726,2
23,773,4
23,813,2
23,826,3
23,854,4
23,859,3
23,901,3
23,909,5
23,912,2
23,947,2
23,950,4
23,989,3
23,990,5
23,1000,2
23,1018,3
23,1036,3
23,1046,3
23,1055,4
23,1066,5
23,1093,4
23,1117,3
23,1121,3
23,1155,3
23,1173,4
23,1188,2
23,1196,3
24,15,4
24,31,3
24,35,2
24,100,1
24,121,1
24,130,4
24,196,1
24,226,1
24,228,2
24,255,3
24,269,2
24,281,4
24,284,2
24,289,2
24,293,3
24,297,1
24,310,1
24,320,5
24,349,3
24,364,3
24,404,5
24,433,1
24,457,4
24,460,4
24,479,5
24,513,2
24,514,2
24,521,3
24,522,3
24,544,4
24,568,4
24,569,5
24,617,4
24,632,3
24,652,2
24,687,3
24,731,4
24,747,2
24,749,1
24,750,3
24,783,1
24,787,1
24,825,3
24,854,3
24,863,2
24,886,3
24,891,1
24,900,5
24,909,3
24,911,3
24,948,5
24,954,4
24,989,1
24,1009,5
24,1016,3
24,1021,3
24,1083,3
24,1098,4
24,1118,1
24,1122,4
24,1136,5
24,1146,2
24,1180,3
24,1195,3
25,37,3
25,50,2
25,80,4
25,90,4
25,95,3
25,144,5
25,147,4
25,169,3
25,190,3
25,192,5
25,228,2
25,247,2
25,257,4
25,264,4
25,305,5
25,306,3
25,317,2
25,321,4
25,347,4
25,370,4
25,377,2
25,430,4
25,439,2
25,442,3
25,457,4
25,473,3
25,481,4
25,483,4
25,487,3
25,489,4
25,542,4
25,580,5
25,584,5
25,586,4
25,603,4
25,605,3
25,618,4
25,644,2
25,652,4
25,666,4
25,667,4
25,687,4
25,815,3
25,836,1
25,894,3
25,896,3
25,898,4
25,904,4
25,926,4
25,930,3
25,938,4
25,940,5
25,996,3
25,998,1
25,1008,2
25,1011,4
25,1014,4
25,1028,5
25,1064,2
25,1126,3
25,1144,2
25,1154,4
25,1155,4
25,1191,4
26,32,1
26,43,4
26,48,1
26,53,2
26,74,3
26,86,4
26,131,2
26,174,5
26,184,1
26,187,3
26,200,2
26,202,2
26,210,2
26,225,2
26,227,3
26,235,4
26,237,4
26,294,2
26,308,2
26,314,3
26,330,5
26,376,5
26,389,5
26,409,3
26,416,3
26,433,3
26,450,3
26,468,2
26,479,3
26,497,4
26,538,3
26,567,5
26,575,3
26,643,1
26,651,4
26,660,4
26,672,5
26,707,1
26,733,2
26,740,2
26,744,4
26,749,2
26,757,3
26,759,2
26,798,3
26,816,4
26,817,5
26,836,5
26,865,3
26,932,2
26,953,1
26,972,4
26,976,5
26,999,5
26,1019,3
26,1025,2
26,1063,1
26,1078,4
26,1158,1
26,1170,4
26,1176,4
26,1180,2
26,1190,2
27,22,3
27,35,5
27,55,3
27,83,2
27,114,5
27,124,3
27,129,3
27,151,4
27,182,2
27,192,4
27,195,4
27,200,2
27,217,4
27,260,4
27,277,5
27,289,4
27,293,2
27,311,1
27,313,4
27,337,3
27,392,4
27,417,2
27,435,5
27,481,3
27,505,2
27,518,4
27,541,3
27,598,3
27,607,2
27,610,3
27,628,2
27,630,4
27,637,4
27,645,3
27,647,2
27,651,3
27,656,3
27,663,4
27,670,4
27,671,3
27,678,3
27,699,4
27,718,5
27,726,4
27,734,5
27,746,1
27,810,3
27,817,3
27,822,5
27,839,4
27,849,4
27,851,5
27,877,4
27,879,3
27,900,2
27,903,3
27,922,4
27,923,2
27,946,3
27,973,4
27,1044,4
27,1050,3
27,1054,4
27,1060,4
27,1101,1
27,1132,3
27,1143,2
27,1152,2
27,1181,1
27,1186,2
27,1197,4
28,9,2
28,28,3
28,41,5
28,44,4
28,61,3
28,102,4
28,118,4
28,131,3
28,133,3
28,142,4
28,148,4
28,150,2
28,182,3
28,186,4
28,203,4
28,210,2
28,255,2
28,256,3
28,297,3
28,328,3
28,329,2
28,343,4
28,352,1
28,390,4
28,421,2
28,427,2
28,458,2
28,474,2
28,496,2
28,509,3
28,539,4
28,542,4
28,546,2
28,552,5
28,559,5
28,568,2
28,571,2
28,581,3
28,587,3
28,601,3
28,613,3
28,614,3
28,663,3
28,679,2
28,687,4
28,693,2
28,715,4
28,723,3
28,741,2
28,743,3
28,750,4
28,804,3
28,807,3
28,852,2
28,890,4
28,893,2
28,929,3
28,955,2
28,957,3
28,961,3
28,987,4
28,989,2
28,1003,4
28,1012,2
28,1020,4
28,1024,3
28,1025,3
28,1029,3
28,1036,4
28,1057,2
28,1086,2
28,1158,2
28,1162,4
28,1164,2
28,1176,2
28,1190,4
29,12,4
29,36,1
29,67,2
29,122,5
29,138,1
29,170,3
29,181,2
29,184,1
29,186,5
29,190,1
29,193,4
29,199,2
29,205,2
29,244,2
29,257,4
29,270,4
29,353,3
29,380,2
29,405,4
29,414,4
29,449,4
29,495,1
29,507,2
29,512,4
29,516,3
29,518,2
29,526,1
29,558,2
29,570,4
29,582,1
29,588,5
29,592,1
29,600,2
29,627,3
29,633,4
29,640,3
29,645,1
29,650,4
29,697,3
29,745,3
29,748,5
29,776,3
29,779,4
29,789,5
29,796,2
29,804,1
29,830,5
29,832,3
29,844,3
29,860,4
29,861,2
29,882,5
29,885,5
29,886,2
29,887,4
29,892,4
29,918,5
29,920,1
29,932,2
29,951,5
29,956,3
29,959,3
29,973,5
29,975,3
29,998,5
29,1023,2
29,1086,3
29,1131,2
29,1151,5
29,1162,2
29,1171,5
29,1190,1
29,1199,1
30,15,4
30,22,1
30,43,5
30,93,2
30,125,4
30,134,2
30,158,4
30,174,5
30,181,1
30,186,4
30,188,3
30,197,4
30,200,2
30,201,4
30,214,4
30,221,2
30,225,3
30,227,5
30,228,3
30,254,2
30,283,2
30,291,2
30,380,1
30,403,4
30,441,4
30,448,4
30,454,4
30,459,2
30,464,2
30,483,4
30,493,2
30,510,5
30,568,4
30,581,4
30,605,4
30,614,4
30,617,3
30,618,5
30,633,4
30,635,2
30,644,2
30,651,5
30,663,3
30,674,4
30,682,2
30,697,3
30,701,5
30,713,3
30,737,3
30,746,5
30,759,2
30,777,5
30,832,5
30,841,3
30,853,4
30,864,2
30,870,3
30,897,5
30,923,2
30,927,2
30,933,2
30,949,4
30,967,4
30,983,4
30,1002,1
30,1040,3
30,1054,3
30,1062,3
30,1068,5
30,1091,5
30,1099,1
30,1113,2
30,1132,1
30,1150,3
30,1198,4
31,14,2
31,42,3
31,54,5
31,93,2
31,103,5
31,105,3
31,109,4
31,126,5
31,133,3
31,142,2
31,176,2
31,188,1
31,200,5
31,202,5
31,222,3
31,232,2
31,256,3
31,280,3
31,318,3
31,338,4
31,353,2
31,363,4
31,365,1
31,384,4
31,429,5
31,472,2
31,484,1
31,535,4
31,536,2
31,539,4
31,619,5
31,640,3
31,679,1
31,692,3
31,734,5
31,745,3
31,756,2
31,762,2
31,782,4
31,787,4
31,797,4
31,819,1
31,829,4
31,830,2
31,835,3
31,836,1
31,908,4
31,924,5
31,934,4
31,937,2
31,942,4
31,959,2
31,961,1
31,962,2
31,979,5
31,997,5
31,1079,3
31,1099,4
31,1103,1
31,1107,2
31,1119,2
31,1136,1
31,1139,2
31,1152,2
31,1159,1
31,1169,1
31,1188,3
31,1189,2
32,21,2
32,28,2
32,34,3
32,49,2
32,52,5
32,58,2
32,63,2
32,77,4
32,130,5
32,134,3
32,140,4
32,150,3
32,154,2
32,167,5
32,187,1
32,194,4
32,201,5
32,208,2
32,213,4
32,227,2
32,262,3
32,283,2
32,294,4
32,325,1
32,335,2
32,337,3
32,345,1
32,373,3
32,394,1
32,396,3
32,399,3
32,422,3
32,446,3
32,477,2
32,523,5
32,535,1
32,628,1
32,635,4
32,652,4
32,655,2
32,678,2
32,704,2
32,719,1
32,734,3
32,735,1
32,736,1
32,763,3
32,791,1
32,806,2
32,842,2
32,885,2
32,886,2
32,894,4
32,898,2
32,906,1
32,955,1
32,963,1
32,984,5
32,1007,5
